IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160104108,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,02-04-2016 00:00,16:49,MISSION,"ARREST, BOOKED",13TH ST / BERNICE ST,-122.4141263,37.76952988,"(37.7695298789096, -122.414126305537)",1.60104E+13
160104114,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,02-03-2016 00:00,08:00,TARAVAL,NONE,2300 Block of 24TH AV,-122.4811832,37.74372682,"(37.7437268170337, -122.48118317163)",1.60104E+13
160216866,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,03/14/2016 12:00:00 AM,23:37,INGLESIDE,"ARREST, BOOKED",MISSION ST / OTTAWA AV,-122.4437061,37.71359323,"(37.7135932324761, -122.443706099225)",1.60217E+13
160216866,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,03/14/2016 12:00:00 AM,23:37,INGLESIDE,"ARREST, BOOKED",MISSION ST / OTTAWA AV,-122.4437061,37.71359323,"(37.7135932324761, -122.443706099225)",1.60217E+13
160230985,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,03-10-2016 00:00,12:00,SOUTHERN,NONE,600 Block of MISSION ST,-122.4008609,37.78709052,"(37.7870905204825, -122.400860907814)",1.60231E+13
160231002,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,03/17/2016 12:00:00 AM,18:00,RICHMOND,NONE,600 Block of ARGUELLO BL,-122.4585402,37.77763444,"(37.7776344362675, -122.458540186459)",1.60231E+13
160231002,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,03/17/2016 12:00:00 AM,18:00,RICHMOND,NONE,600 Block of ARGUELLO BL,-122.4585402,37.77763444,"(37.7776344362675, -122.458540186459)",1.60231E+13
160231018,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,03/18/2016 12:00:00 AM,18:00,CENTRAL,NONE,STOCKTON ST / SUTTER ST,-122.4069587,37.78943476,"(37.789434763004, -122.406958660602)",1.60231E+13
160231018,NON-CRIMINAL,LOST PROPERTY,Friday,03/18/2016 12:00:00 AM,18:00,CENTRAL,NONE,STOCKTON ST / SUTTER ST,-122.4069587,37.78943476,"(37.789434763004, -122.406958660602)",1.60231E+13
160104415,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,02-04-2016 00:00,12:00,TARAVAL,"ARREST, BOOKED",100 Block of CAMBON DR,-122.4743081,37.71664253,"(37.7166425332691, -122.474308079894)",1.60104E+13
160104437,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Thursday,02-04-2016 00:00,19:04,INGLESIDE,NONE,600 Block of SAN JOSE AV,-122.422657,37.74436604,"(37.7443660385474, -122.422657009241)",1.60104E+13
160104437,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,02-04-2016 00:00,19:04,INGLESIDE,NONE,600 Block of SAN JOSE AV,-122.422657,37.74436604,"(37.7443660385474, -122.422657009241)",1.60104E+13
160231121,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,03/19/2016 12:00:00 AM,16:30,INGLESIDE,NONE,200 Block of DUBLIN ST,-122.4280156,37.71652038,"(37.7165203818055, -122.428015553092)",1.60231E+13
160231137,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,03/17/2016 12:00:00 AM,21:00,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.417339,37.76436607,"(37.7643660722829, -122.417339031772)",1.60231E+13
160231137,ASSAULT,MAYHEM WITH BODILY FORCE,Thursday,03/17/2016 12:00:00 AM,21:00,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.417339,37.76436607,"(37.7643660722829, -122.417339031772)",1.60231E+13
160231143,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,03/19/2016 12:00:00 AM,17:45,SOUTHERN,NONE,HOWARD ST / 2ND ST,-122.3982616,37.78677876,"(37.7867787589097, -122.398261647342)",1.60231E+13
160231159,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,03/19/2016 12:00:00 AM,17:50,MISSION,"ARREST, BOOKED",FOLSOM ST / 18TH ST,-122.4150005,37.762099,"(37.7620990020681, -122.415000536786)",1.60231E+13
160231171,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/18/2016 12:00:00 AM,02:00,NORTHERN,NONE,HAYES ST / WEBSTER ST,-122.429556,37.77604399,"(37.7760439875982, -122.429556003901)",1.60231E+13
160271280,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04-01-2016 00:00,23:00,INGLESIDE,NONE,700 Block of CORTLAND AV,-122.414874,37.73884764,"(37.7388476372472, -122.414874006195)",1.60271E+13
160231212,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Saturday,03/19/2016 12:00:00 AM,02:00,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.4321162,37.78003044,"(37.7800304351156, -122.432116233695)",1.60231E+13
160231228,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,03/19/2016 12:00:00 AM,13:00,TARAVAL,NONE,2600 Block of 47TH AV,-122.5053265,37.73753901,"(37.7375390051116, -122.505326526722)",1.60231E+13
160231234,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,03/19/2016 12:00:00 AM,13:00,CENTRAL,NONE,200 Block of CHESTNUT ST,-122.4075716,37.80451691,"(37.8045169136759, -122.407571631382)",1.60231E+13
160231240,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,03/19/2016 12:00:00 AM,18:10,CENTRAL,NONE,400 Block of COLUMBUS AV,-122.4084984,37.79905957,"(37.7990595666353, -122.4084984361)",1.60231E+13
160696202,WEAPON LAWS,"FIREARM, ARMED WHILE POSSESSING CONTROLLED SUBSTANCE",Sunday,08/28/2016 12:00:00 AM,00:17,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.4281512,37.78153255,"(37.7815325510309, -122.42815115473)",1.60696E+13
160696202,OTHER OFFENSES,RESISTING ARREST,Sunday,08/28/2016 12:00:00 AM,00:17,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.4281512,37.78153255,"(37.7815325510309, -122.42815115473)",1.60696E+13
160696202,WARRANTS,ENROUTE TO PAROLE OFFICER,Sunday,08/28/2016 12:00:00 AM,00:17,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.4281512,37.78153255,"(37.7815325510309, -122.42815115473)",1.60696E+13
160696218,NON-CRIMINAL,FOUND PROPERTY,Sunday,08/28/2016 12:00:00 AM,00:28,SOUTHERN,NONE,RIZAL ST / LAPU-LAPU ST,-122.3988824,37.78222265,"(37.7822226458536, -122.398882384128)",1.60696E+13
160104700,PROSTITUTION,PANDERING,Thursday,02-04-2016 00:00,21:30,TARAVAL,"ARREST, BOOKED",100 Block of CAMBON DR,-122.4743081,37.71664253,"(37.7166425332691, -122.474308079894)",1.60105E+13
160104772,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,02-04-2016 00:00,06:00,NORTHERN,NONE,700 Block of ELLIS ST,-122.4185621,37.78418471,"(37.7841847091303, -122.418562097105)",1.60105E+13
160217212,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,03/14/2016 12:00:00 AM,21:00,BAYVIEW,NONE,1400 Block of RHODEISLAND ST,-122.4013659,37.75130744,"(37.7513074413333, -122.401365871948)",1.60217E+13
160217262,VEHICLE THEFT,STOLEN TRUCK,Monday,03/14/2016 12:00:00 AM,21:00,BAYVIEW,NONE,2300 Block of KEITH ST,-122.3920144,37.72656277,"(37.7265627716484, -122.392014352344)",1.60217E+13
160231422,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,03/19/2016 12:00:00 AM,17:55,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60231E+13
160231422,NON-CRIMINAL,TRAFFIC ACCIDENT,Saturday,03/19/2016 12:00:00 AM,17:55,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60231E+13
160231438,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,03/15/2016 12:00:00 AM,08:50,BAYVIEW,NONE,3RD ST / CUSTER AV,-122.3873754,37.74426118,"(37.7442611846967, -122.387375448659)",1.60231E+13
160231507,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Saturday,03/19/2016 12:00:00 AM,19:24,CENTRAL,"ARREST, BOOKED",100 Block of JEFFERSON ST,-122.41501,37.80836982,"(37.8083698161391, -122.415010032996)",1.60232E+13
160231513,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,03/19/2016 12:00:00 AM,19:34,CENTRAL,NONE,DAVIS ST / PACIFIC AV,-122.3985128,37.79795732,"(37.7979573231752, -122.398512819775)",1.60232E+13
160696268,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,08/28/2016 12:00:00 AM,00:34,CENTRAL,JUVENILE BOOKED,300 Block of BROADWAY ST,-122.4026861,37.7984278,"(37.7984277959861, -122.402686064513)",1.60696E+13
160231563,MISSING PERSON,MISSING JUVENILE,Friday,03/18/2016 12:00:00 AM,10:00,PARK,NONE,500 Block of CENTRAL AV,-122.4444322,37.77463542,"(37.7746354223627, -122.444432207954)",1.60232E+13
160231563,MISSING PERSON,FOUND PERSON,Friday,03/18/2016 12:00:00 AM,10:00,PARK,NONE,500 Block of CENTRAL AV,-122.4444322,37.77463542,"(37.7746354223627, -122.444432207954)",1.60232E+13
160231585,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,03/19/2016 12:00:00 AM,20:16,INGLESIDE,"ARREST, BOOKED",100 Block of OXFORD ST,-122.4200585,37.72796814,"(37.7279681387973, -122.420058503878)",1.60232E+13
160231585,WARRANTS,WARRANT ARREST,Saturday,03/19/2016 12:00:00 AM,20:16,INGLESIDE,"ARREST, BOOKED",100 Block of OXFORD ST,-122.4200585,37.72796814,"(37.7279681387973, -122.420058503878)",1.60232E+13
160231632,WARRANTS,WARRANT ARREST,Saturday,03/19/2016 12:00:00 AM,20:26,MISSION,"ARREST, BOOKED",LEXINGTON ST / 20TH ST,-122.4205071,37.75854554,"(37.7585455359264, -122.420507073662)",1.60232E+13
160231648,MISSING PERSON,MISSING ADULT,Saturday,03/19/2016 12:00:00 AM,14:00,MISSION,NONE,800 Block of POTRERO AV,-122.4067253,37.75856417,"(37.7585641691709, -122.406725329529)",1.60232E+13
160231648,MISSING PERSON,FOUND PERSON,Saturday,03/19/2016 12:00:00 AM,14:00,MISSION,NONE,800 Block of POTRERO AV,-122.4067253,37.75856417,"(37.7585641691709, -122.406725329529)",1.60232E+13
160231654,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,03/15/2016 12:00:00 AM,16:00,CENTRAL,NONE,900 Block of PACIFIC AV,-122.4113165,37.796397,"(37.7963970008301, -122.411316466798)",1.60232E+13
160231717,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,03/19/2016 12:00:00 AM,21:40,RICHMOND,NONE,700 Block of ARGUELLO BL,-122.4584721,37.77670528,"(37.7767052770071, -122.45847211449)",1.60232E+13
160231723,ASSAULT,BATTERY,Saturday,03/19/2016 12:00:00 AM,21:25,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,"(37.7725405391593, -122.466204667893)",1.60232E+13
160231739,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,03/18/2016 12:00:00 AM,13:00,INGLESIDE,NONE,300 Block of HARVARD ST,-122.4200528,37.72531579,"(37.725315786002, -122.420052773679)",1.60232E+13
160231745,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,03/19/2016 12:00:00 AM,03:00,MISSION,NONE,3000 Block of 23RD ST,-122.4125889,37.75414269,"(37.7541426882469, -122.412588855535)",1.60232E+13
160231745,"SEX OFFENSES, FORCIBLE",SODOMY (ADULT VICTIM),Saturday,03/19/2016 12:00:00 AM,03:00,MISSION,NONE,3000 Block of 23RD ST,-122.4125889,37.75414269,"(37.7541426882469, -122.412588855535)",1.60232E+13
160231751,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,03/19/2016 12:00:00 AM,22:06,TARAVAL,"ARREST, BOOKED",IRVING ST / 48TH AV,-122.5081976,37.76218787,"(37.7621878668056, -122.508197557566)",1.60232E+13
160231767,ASSAULT,BATTERY,Saturday,03/19/2016 12:00:00 AM,22:17,INGLESIDE,NONE,3200 Block of MISSION ST,-122.4203949,37.74468822,"(37.744688222803, -122.42039487496)",1.60232E+13
160231773,KIDNAPPING,CHILD STEALING,Saturday,03/19/2016 12:00:00 AM,20:00,BAYVIEW,NONE,0 Block of BRIDGEVIEW DR,-122.3945377,37.73469239,"(37.7346923893626, -122.394537691058)",1.60232E+13
160231858,ASSAULT,THREATS AGAINST LIFE,Saturday,03/19/2016 12:00:00 AM,22:15,MISSION,"ARREST, BOOKED",3000 Block of FOLSOM ST,-122.413678,37.74906473,"(37.749064728447, -122.413678019359)",1.60232E+13
160231911,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,03/19/2016 12:00:00 AM,22:35,SOUTHERN,NONE,900 Block of MARKET ST,-122.4097084,37.78282765,"(37.7828276498838, -122.409708423721)",1.60232E+13
160696650,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/27/2016 12:00:00 AM,23:00,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.4049344,37.78149872,"(37.7814987213218, -122.404934413339)",1.60697E+13
160696650,NON-CRIMINAL,FOUND PROPERTY,Saturday,08/27/2016 12:00:00 AM,23:00,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.4049344,37.78149872,"(37.7814987213218, -122.404934413339)",1.60697E+13
160232226,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,03/20/2016 12:00:00 AM,03:11,SOUTHERN,UNFOUNDED,MARKET ST / 7TH ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)",1.60232E+13
160232232,NON-CRIMINAL,TARASOFF REPORT,Sunday,03/20/2016 12:00:00 AM,03:07,MISSION,PSYCHOPATHIC CASE,1000 Block of POTRERO AV,-122.4065391,37.75648641,"(37.7564864109309, -122.406539115148)",1.60232E+13
160232248,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,03/19/2016 12:00:00 AM,22:00,SOUTHERN,NONE,NEWMONTGOMERY ST / NATOMA ST,-122.399504,37.78663514,"(37.7866351401022, -122.399504010204)",1.60232E+13
160232254,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,03/20/2016 12:00:00 AM,03:40,SOUTHERN,"ARREST, BOOKED",300 Block of 11TH ST,-122.4132875,37.7711962,"(37.7711962032376, -122.413287527194)",1.60232E+13
160232260,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,03/19/2016 12:00:00 AM,22:30,SOUTHERN,NONE,HARRISON ST / 4TH ST,-122.3996176,37.78079066,"(37.7807906550067, -122.399617558782)",1.60232E+13
160232276,VEHICLE THEFT,STOLEN TRUCK,Saturday,03/19/2016 12:00:00 AM,23:00,BAYVIEW,NONE,FELTON ST / SAN BRUNO AV,-122.4045941,37.730038,"(37.7300379995128, -122.404594140634)",1.60232E+13
160232282,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,03/17/2016 12:00:00 AM,22:00,BAYVIEW,NONE,EGBERT AV / INGALLS ST,-122.3907458,37.72160002,"(37.7216000154757, -122.390745789098)",1.60232E+13
160232317,ASSAULT,BATTERY,Sunday,03/20/2016 12:00:00 AM,04:20,NORTHERN,NONE,2100 Block of LOMBARD ST,-122.4368633,37.79961997,"(37.7996199689993, -122.436863337604)",1.60232E+13
160217466,NON-CRIMINAL,COURTESY REPORT,Tuesday,03/15/2016 12:00:00 AM,08:30,MISSION,UNFOUNDED,1000 Block of POTRERO AV,-122.4065391,37.75648641,"(37.7564864109309, -122.406539115148)",1.60217E+13
160232373,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,03/20/2016 12:00:00 AM,05:11,BAYVIEW,NONE,0 Block of COLBY ST,-122.414729,37.73018294,"(37.730182941344, -122.414728989342)",1.60232E+13
160232373,MISSING PERSON,FOUND PERSON,Sunday,03/20/2016 12:00:00 AM,05:11,BAYVIEW,NONE,0 Block of COLBY ST,-122.414729,37.73018294,"(37.730182941344, -122.414728989342)",1.60232E+13
160232389,ASSAULT,BATTERY,Sunday,03/20/2016 12:00:00 AM,05:40,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985,"(37.7821198488931, -122.415669661443)",1.60232E+13
160232389,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,03/20/2016 12:00:00 AM,05:40,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985,"(37.7821198488931, -122.415669661443)",1.60232E+13
160232389,WARRANTS,WARRANT ARREST,Sunday,03/20/2016 12:00:00 AM,05:40,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985,"(37.7821198488931, -122.415669661443)",1.60232E+13
160232395,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,03/20/2016 12:00:00 AM,06:30,MISSION,NONE,SHOTWELL ST / 21ST ST,-122.4156293,37.75723223,"(37.757232227914, -122.415629332446)",1.60232E+13
160232442,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,03/19/2016 12:00:00 AM,23:00,BAYVIEW,NONE,1200 Block of HAWES ST,-122.3819068,37.72839056,"(37.7283905623996, -122.381906795287)",1.60232E+13
160105253,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,02-05-2016 00:00,03:30,NORTHERN,NONE,200 Block of PAGE ST,-122.4248295,37.77372136,"(37.7737213634177, -122.424829503585)",1.60105E+13
160105407,NON-CRIMINAL,FOUND PROPERTY,Friday,02-05-2016 00:00,05:45,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444,"(37.7838344374141, -122.412930522059)",1.60105E+13
160217745,MISSING PERSON,MISSING JUVENILE,Sunday,03/13/2016 12:00:00 AM,11:00,BAYVIEW,NONE,3100 Block of SAN BRUNO AV,-122.4011677,37.7215843,"(37.7215842994216, -122.401167732996)",1.60218E+13
160217751,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,03/15/2016 12:00:00 AM,10:30,NORTHERN,NONE,3500 Block of LAGUNA ST,-122.431847,37.80375648,"(37.8037564754998, -122.431847031954)",1.60218E+13
160232583,MISSING PERSON,MISSING ADULT,Saturday,03/19/2016 12:00:00 AM,20:40,PARK,NONE,900 Block of BUENAVISTAWEST AV,-122.4432416,37.76999411,"(37.7699941054658, -122.44324157754)",1.60233E+13
160232602,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,03/19/2016 12:00:00 AM,18:55,SOUTHERN,NONE,300 Block of 4TH ST,-122.3998338,37.78104322,"(37.7810432179334, -122.399833846531)",1.60233E+13
160232618,VEHICLE THEFT,STOLEN TRUCK,Saturday,03/19/2016 12:00:00 AM,20:00,MISSION,NONE,300 Block of FAIROAKS ST,-122.4238386,37.75109677,"(37.751096768225, -122.423838639099)",1.60233E+13
160232624,WARRANTS,PROBATION SEARCH,Sunday,03/20/2016 12:00:00 AM,08:28,BAYVIEW,UNFOUNDED,4500 Block of 3RD ST,-122.3901363,37.73680362,"(37.7368036226976, -122.390136349844)",1.60233E+13
160232646,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,03/20/2016 12:00:00 AM,09:00,SOUTHERN,"ARREST, BOOKED",3RD ST / MISSION ST,-122.4020277,37.78624835,"(37.7862483456629, -122.402027706948)",1.60233E+13
160232652,ASSAULT,BATTERY,Sunday,03/20/2016 12:00:00 AM,08:58,NORTHERN,NONE,1500 Block of FILLMORE ST,-122.4327438,37.78384245,"(37.7838424505847, -122.432743822617)",1.60233E+13
160105902,NON-CRIMINAL,FOUND PROPERTY,Friday,02-05-2016 00:00,10:20,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835,"(37.7985083480435, -122.409791662293)",1.60106E+13
160105996,OTHER OFFENSES,FALSE PERSONATION,Wednesday,02-03-2016 00:00,12:50,INGLESIDE,NONE,0 Block of MONTEREY BL,-122.4352584,37.73224259,"(37.7322425851819, -122.435258400876)",1.60106E+13
160106085,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,02-04-2016 00:00,18:00,TENDERLOIN,NONE,100 Block of MASON ST,-122.4093368,37.78483373,"(37.7848337315521, -122.409336821846)",1.60106E+13
160106091,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Friday,02-05-2016 00:00,11:00,RICHMOND,NONE,GREAT HY / LINCOLN WY,-122.51034,37.76400006,"(37.7640000597982, -122.510339992198)",1.60106E+13
160106110,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,02-05-2016 00:00,11:00,RICHMOND,NONE,1100 Block of 9TH AV,-122.4665044,37.76620143,"(37.7662014296859, -122.466504397113)",1.60106E+13
160232680,WARRANTS,WARRANT ARREST,Sunday,03/20/2016 12:00:00 AM,09:14,CENTRAL,"ARREST, BOOKED",900 Block of COLUMBUS AV,-122.4142634,37.80319187,"(37.8031918743285, -122.414263444238)",1.60233E+13
160232696,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Sunday,03/20/2016 12:00:00 AM,09:25,INGLESIDE,NONE,5700 Block of DIAMONDHEIGHTS BL,-122.4399915,37.73829211,"(37.7382921116265, -122.439991509418)",1.60233E+13
160232709,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,03/18/2016 12:00:00 AM,18:00,INGLESIDE,NONE,1200 Block of NAPLES ST,-122.4382041,37.71147866,"(37.711478661616, -122.438204050421)",1.60233E+13
160232715,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,03/16/2016 12:00:00 AM,21:30,TENDERLOIN,NONE,EDDY ST / MASON ST,-122.4093131,37.78434785,"(37.7843478513151, -122.409313111431)",1.60233E+13
160232721,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,03/18/2016 12:00:00 AM,22:00,SOUTHERN,NONE,600 Block of 3RD ST,-122.3935591,37.77942013,"(37.7794201313347, -122.393559121228)",1.60233E+13
160232743,VEHICLE THEFT,STOLEN TRUCK,Saturday,03/19/2016 12:00:00 AM,18:00,BAYVIEW,NONE,300 Block of PENNSYLVANIA AV,-122.3936183,37.76209935,"(37.7620993536648, -122.393618256447)",1.60233E+13
160232759,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,03/20/2016 12:00:00 AM,10:45,MISSION,"ARREST, BOOKED",MISSION ST / 24TH ST,-122.4184482,37.75223917,"(37.7522391652625, -122.418448186101)",1.60233E+13
160232771,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,03/20/2016 12:00:00 AM,10:41,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / BALDWIN CT,-122.381401,37.72949044,"(37.7294904424423, -122.381400971393)",1.60233E+13
160232771,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,03/20/2016 12:00:00 AM,10:41,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / BALDWIN CT,-122.381401,37.72949044,"(37.7294904424423, -122.381400971393)",1.60233E+13
160232787,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,03/20/2016 12:00:00 AM,09:46,MISSION,"ARREST, BOOKED",FLORIDA ST / TREAT AV,-122.411762,37.76869198,"(37.7686919813508, -122.411762036037)",1.60233E+13
160232787,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,03/20/2016 12:00:00 AM,09:46,MISSION,"ARREST, BOOKED",FLORIDA ST / TREAT AV,-122.411762,37.76869198,"(37.7686919813508, -122.411762036037)",1.60233E+13
160232834,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,03/20/2016 12:00:00 AM,11:11,CENTRAL,NONE,800 Block of GEARY ST,-122.4172953,37.78625785,"(37.7862578545865, -122.417295322526)",1.60233E+13
160232840,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,03/20/2016 12:00:00 AM,10:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60233E+13
160106320,OTHER OFFENSES,"PHONE CALLS, OBSCENE",Thursday,02-04-2016 00:00,17:01,PARK,NONE,2000 Block of ELLIS ST,-122.4399758,37.78146744,"(37.7814674377609, -122.439975751863)",1.60106E+13
160106433,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,02-04-2016 00:00,22:00,CENTRAL,NONE,700 Block of BROADWAY ST,-122.4091648,37.79761461,"(37.7976146082072, -122.409164766852)",1.60106E+13
160106449,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,02-05-2016 00:00,12:20,CENTRAL,NONE,SACRAMENTO ST / HYDE ST,-122.4175834,37.79192145,"(37.7919214542944, -122.417583442187)",1.60106E+13
160106461,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Thursday,02-04-2016 00:00,07:50,MISSION,NONE,3800 Block of 17TH ST,-122.431141,37.76278269,"(37.7627826923412, -122.431141040362)",1.60106E+13
160106461,MISSING PERSON,MISSING JUVENILE,Thursday,02-04-2016 00:00,07:50,MISSION,NONE,3800 Block of 17TH ST,-122.431141,37.76278269,"(37.7627826923412, -122.431141040362)",1.60106E+13
160106477,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,02-05-2016 00:00,12:49,PARK,NONE,1700 Block of FULTON ST,-122.4456525,37.77596127,"(37.7759612670837, -122.445652525154)",1.60106E+13
160106568,MISSING PERSON,MISSING ADULT,Friday,02-05-2016 00:00,08:45,MISSION,NONE,900 Block of POTRERO AV,-122.4066049,37.75715804,"(37.7571580431915, -122.406604919508)",1.60107E+13
160232878,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,03/17/2016 12:00:00 AM,12:00,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.4183383,37.77266418,"(37.7726641818375, -122.418338317697)",1.60233E+13
160232884,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,03/18/2016 12:00:00 AM,10:00,RICHMOND,NONE,400 Block of CLEMENT ST,-122.4639021,37.78301893,"(37.7830189318905, -122.463902072852)",1.60233E+13
160273292,VEHICLE THEFT,STOLEN TRUCK,Saturday,04-02-2016 00:00,23:37,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / KIRKWOOD AV,-122.3899602,37.73816831,"(37.7381683051019, -122.389960179517)",1.60273E+13
160233064,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,03/20/2016 12:00:00 AM,12:00,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154488,37.77829352,"(37.778293520129, -122.415448759562)",1.60233E+13
